indo_time,speed,speed_norm,anomaly_score,is_anomaly
2025-05-27 17:06:19+00:00,23110.8,-1.5489510438671992,1133344.989524292,1
2025-05-27 17:06:20+00:00,23113.1,-1.5301608043524273,1119755.1631814851,1
2025-05-27 17:06:21+00:00,23107.3,-1.5775448866070785,1113367.2651552586,1
2025-05-27 17:06:22+00:00,23113.9,-1.5236250688690025,1102241.5139277403,1
2025-05-27 17:06:23+00:00,23114.5,-1.5187232672564637,1083162.8781776745,1
2025-05-27 17:06:24+00:00,23118.3,-1.487678523710315,1058761.7015327557,1
2025-05-27 17:06:25+00:00,23113.1,-1.5301608043524273,1007397.9954584021,1
2025-05-27 17:06:26+00:00,23100.1,-1.6363665059576933,969773.0116336148,1
2025-05-27 17:06:27+00:00,23102.3,-1.6183932333783346,927600.594471813,1
2025-05-27 17:06:28+00:00,23104.8,-1.5979690599927066,900087.1576163181,1
2025-05-27 17:06:29+00:00,23107.5,-1.5759109527362223,882844.4180336186,1
2025-05-27 17:06:30+00:00,23106.3,-1.5857145559613297,865254.1520508567,1
2025-05-27 17:06:31+00:00,23106.8,-1.581629721284204,860809.7575344659,1
2025-05-27 17:06:32+00:00,23089.7,-1.7213310672418882,874638.3055455781,1
2025-05-27 17:06:33+00:00,23099.1,-1.6445361753119445,877413.9021923508,1
2025-05-27 17:06:34+00:00,23103.0,-1.6126744648303528,884209.4870829665,1
2025-05-27 17:06:35+00:00,23100.2,-1.6355495390222503,878806.8868651013,1
2025-05-27 17:06:36+00:00,23097.5,-1.6576076462787346,865343.3822848983,1
2025-05-27 17:06:37+00:00,23088.5,-1.7311346704669957,879325.7943067416,1
2025-05-27 17:06:38+00:00,23088.3,-1.7327686043378518,898752.2574362732,1
2025-05-27 17:06:39+00:00,23099.3,-1.6429022414410883,927778.6436412897,1
2025-05-27 17:06:40+00:00,23100.8,-1.6306477374097115,943684.890397057,1
2025-05-27 17:06:41+00:00,23103.3,-1.6102235640240834,955421.2557154546,1
2025-05-27 17:06:42+00:00,23108.7,-1.5661073495111149,967577.3446503653,1
2025-05-27 17:06:43+00:00,23101.8,-1.6224780680554602,997136.1391172425,1
2025-05-27 17:06:44+00:00,23116.3,-1.5040178624188174,1021905.6872338101,1
2025-05-27 17:06:45+00:00,23112.4,-1.5358795729003794,1056733.8898630603,1
2025-05-27 17:06:46+00:00,23111.2,-1.5456831761254868,1084217.1819510763,1
2025-05-27 17:06:47+00:00,23109.5,-1.5595716140277198,1071771.6997373716,1
2025-05-27 17:06:48+00:00,23099.5,-1.6412683075702321,1059107.6829408875,1
2025-05-27 17:06:49+00:00,23095.5,-1.673946984987237,1044872.0555106204,1
2025-05-27 17:06:50+00:00,23108.3,-1.5693752172528272,1028564.6260217574,1
2025-05-27 17:06:51+00:00,23104.9,-1.5971520930572636,1002712.7972856762,1
2025-05-27 17:06:52+00:00,23111.9,-1.539964407577505,979376.4934412321,1
2025-05-27 17:06:53+00:00,23111.4,-1.5440492422546306,949256.9324773108,1
2025-05-27 17:06:54+00:00,23096.6,-1.6649603486975726,936035.0659475891,1
2025-05-27 17:06:55+00:00,23103.3,-1.6102235640240834,921224.2527717669,1
2025-05-27 17:06:56+00:00,23102.8,-1.614308398701209,910137.3820536123,1
2025-05-27 17:06:57+00:00,23105.8,-1.5897993906384553,895054.6663255383,1
2025-05-27 17:06:58+00:00,23104.5,-1.600419960798976,857125.7583216239,1
2025-05-27 17:06:59+00:00,23099.9,-1.6380004398285197,842367.6685877617,1
2025-05-27 17:07:00+00:00,23097.9,-1.6543397785370222,829013.615552341,1
2025-05-27 17:07:01+00:00,23108.3,-1.5693752172528272,812489.5970920556,1
2025-05-27 17:07:02+00:00,23107.8,-1.5734600519299529,795026.3668904819,1
2025-05-27 17:07:03+00:00,23107.5,-1.5759109527362223,770815.5490945926,1
2025-05-27 17:07:04+00:00,23104.1,-1.6036878285406884,732207.7420814659,1
2025-05-27 17:07:05+00:00,23095.7,-1.6723130511163808,716991.7314489648,1
2025-05-27 17:07:06+00:00,23097.3,-1.6592415801495908,695528.5130781899,1
2025-05-27 17:07:07+00:00,23098.2,-1.6518888777307528,677137.0427635073,1
2025-05-27 17:07:08+00:00,23097.2,-1.660058547085004,660558.268713282,1
2025-05-27 17:07:09+00:00,23102.4,-1.6175762664428917,637372.7266040473,1
2025-05-27 17:07:10+00:00,23102.8,-1.614308398701209,625028.0529320755,1
2025-05-27 17:07:11+00:00,23096.7,-1.6641433817621296,627830.7013956978,1
2025-05-27 17:07:12+00:00,23105.3,-1.593884225315581,640524.5688670494,1
2025-05-27 17:07:13+00:00,23104.3,-1.6020538946698322,671685.4969259257,1
2025-05-27 17:07:14+00:00,23106.5,-1.5840806220904735,708192.6988574154,1
2025-05-27 17:07:15+00:00,23111.8,-1.540781374512948,736812.8453129425,1
2025-05-27 17:07:16+00:00,23101.6,-1.6241120019263164,780887.9120301674,1
2025-05-27 17:07:17+00:00,23094.2,-1.6845675551477577,819159.4866974787,1
2025-05-27 17:07:18+00:00,23100.1,-1.6363665059576933,864076.3480226232,1
2025-05-27 17:07:19+00:00,23100.1,-1.6363665059576933,908935.1912666183,1
2025-05-27 17:07:20+00:00,23101.4,-1.6257459357971429,962852.6550747417,1
2025-05-27 17:07:21+00:00,23098.8,-1.646987076118214,1006962.6542992832,1
2025-05-27 17:07:22+00:00,23088.2,-1.733585571273265,1061473.963752031,1
2025-05-27 17:07:23+00:00,23100.5,-1.633098638215981,1116783.6361027053,1
2025-05-27 17:07:24+00:00,23100.3,-1.634732572086837,1176640.6681320001,1
2025-05-27 17:07:25+00:00,23104.3,-1.6020538946698322,1218170.545119972,1
2025-05-27 17:07:26+00:00,23109.2,-1.5620225148339892,1216989.3486124356,1
2025-05-27 17:07:27+00:00,23097.8,-1.6551567454724652,1210790.7251227756,1
2025-05-27 17:07:28+00:00,23093.5,-1.6902863236957395,1204372.1642372983,1
2025-05-27 17:07:29+00:00,23105.5,-1.5922502914447247,1200550.791688029,1
2025-05-27 17:07:30+00:00,23109.8,-1.5571207132214504,1189081.754585938,1
